user_id,category,questions,score
5e8c13d8f743d210d47ec874,Familiarity,i choose foods that are familiartraditional,2
5e8c13d8f743d210d47ec874,Price,i choose foods based on price,1
5e8c13d8f743d210d47ec874,Mood,i choose foods that improve my mood,3
6914cef0f6190cc456cb9ff5,Health,i choose foods because they keep me healthy,3
6914cef0f6190cc456cb9ff5,Weight Control,i choose foods that help me control my weight,3
6914cef0f6190cc456cb9ff5,Convenience,i choose foods that are convenient to prepare,2
6914cef0f6190cc456cb9ff5,Sensory Appeal,i choose foods for their taste,4
6914cef0f6190cc456cb9ff5,Natural Content,i choose foods for ecologicalsustainability reasons,2
6914cef0f6190cc456cb9ff5,Ethical Concern,i choose foods for ethical or religious reasons,1
6914cef0f6190cc456cb9ff5,Familiarity,i choose foods that are familiartraditional,2
6914cef0f6190cc456cb9ff5,Price,i choose foods based on price,2
6914cef0f6190cc456cb9ff5,Mood,i choose foods that improve my mood,4
65c4b120898ec14b2db32dd5,Health,i choose foods because they keep me healthy,2
65c4b120898ec14b2db32dd5,Weight Control,i choose foods that help me control my weight,2
65c4b120898ec14b2db32dd5,Convenience,i choose foods that are convenient to prepare,1
65c4b120898ec14b2db32dd5,Sensory Appeal,i choose foods for their taste,4
65c4b120898ec14b2db32dd5,Natural Content,i choose foods for ecologicalsustainability reasons,2
65c4b120898ec14b2db32dd5,Ethical Concern,i choose foods for ethical or religious reasons,1
65c4b120898ec14b2db32dd5,Familiarity,i choose foods that are familiartraditional,2
65c4b120898ec14b2db32dd5,Price,i choose foods based on price,2
65c4b120898ec14b2db32dd5,Mood,i choose foods that improve my mood,4
665f847f981f9a2e65a2c5d8,Health,i choose foods because they keep me healthy,3
665f847f981f9a2e65a2c5d8,Weight Control,i choose foods that help me control my weight,3
665f847f981f9a2e65a2c5d8,Convenience,i choose foods that are convenient to prepare,3
665f847f981f9a2e65a2c5d8,Sensory Appeal,i choose foods for their taste,3
665f847f981f9a2e65a2c5d8,Natural Content,i choose foods for ecologicalsustainability reasons,2
665f847f981f9a2e65a2c5d8,Ethical Concern,i choose foods for ethical or religious reasons,1
665f847f981f9a2e65a2c5d8,Familiarity,i choose foods that are familiartraditional,1
665f847f981f9a2e65a2c5d8,Price,i choose foods based on price,3
665f847f981f9a2e65a2c5d8,Mood,i choose foods that improve my mood,2
65fbd867fe676ad5bdb1ae96,Health,i choose foods because they keep me healthy,4
65fbd867fe676ad5bdb1ae96,Weight Control,i choose foods that help me control my weight,2
65fbd867fe676ad5bdb1ae96,Convenience,i choose foods that are convenient to prepare,3
65fbd867fe676ad5bdb1ae96,Sensory Appeal,i choose foods for their taste,4
65fbd867fe676ad5bdb1ae96,Natural Content,i choose foods for ecologicalsustainability reasons,1
65fbd867fe676ad5bdb1ae96,Ethical Concern,i choose foods for ethical or religious reasons,1
65fbd867fe676ad5bdb1ae96,Familiarity,i choose foods that are familiartraditional,2
65fbd867fe676ad5bdb1ae96,Price,i choose foods based on price,3
65fbd867fe676ad5bdb1ae96,Mood,i choose foods that improve my mood,4
6665a9d6028c2fb836001d5c,Health,i choose foods because they keep me healthy,3
6665a9d6028c2fb836001d5c,Weight Control,i choose foods that help me control my weight,2
6665a9d6028c2fb836001d5c,Convenience,i choose foods that are convenient to prepare,4
6665a9d6028c2fb836001d5c,Sensory Appeal,i choose foods for their taste,3
6665a9d6028c2fb836001d5c,Natural Content,i choose foods for ecologicalsustainability reasons,2
6665a9d6028c2fb836001d5c,Ethical Concern,i choose foods for ethical or religious reasons,1
6665a9d6028c2fb836001d5c,Familiarity,i choose foods that are familiartraditional,2
6665a9d6028c2fb836001d5c,Price,i choose foods based on price,4
6665a9d6028c2fb836001d5c,Mood,i choose foods that improve my mood,4
55a2159bfdf99b3cec08f1a9,Health,i choose foods because they keep me healthy,4
55a2159bfdf99b3cec08f1a9,Weight Control,i choose foods that help me control my weight,2
55a2159bfdf99b3cec08f1a9,Convenience,i choose foods that are convenient to prepare,2
55a2159bfdf99b3cec08f1a9,Sensory Appeal,i choose foods for their taste,4
55a2159bfdf99b3cec08f1a9,Natural Content,i choose foods for ecologicalsustainability reasons,3
55a2159bfdf99b3cec08f1a9,Ethical Concern,i choose foods for ethical or religious reasons,1
55a2159bfdf99b3cec08f1a9,Familiarity,i choose foods that are familiartraditional,2
55a2159bfdf99b3cec08f1a9,Price,i choose foods based on price,3
55a2159bfdf99b3cec08f1a9,Mood,i choose foods that improve my mood,4
609cf52f307e706d751a9f22,Health,i choose foods because they keep me healthy,4
609cf52f307e706d751a9f22,Weight Control,i choose foods that help me control my weight,4
609cf52f307e706d751a9f22,Convenience,i choose foods that are convenient to prepare,3
609cf52f307e706d751a9f22,Sensory Appeal,i choose foods for their taste,4
609cf52f307e706d751a9f22,Natural Content,i choose foods for ecologicalsustainability reasons,3
609cf52f307e706d751a9f22,Ethical Concern,i choose foods for ethical or religious reasons,2
609cf52f307e706d751a9f22,Familiarity,i choose foods that are familiartraditional,3
609cf52f307e706d751a9f22,Price,i choose foods based on price,3
609cf52f307e706d751a9f22,Mood,i choose foods that improve my mood,3
56ab6fd869b24700065cbdbd,Health,i choose foods because they keep me healthy,3
56ab6fd869b24700065cbdbd,Weight Control,i choose foods that help me control my weight,2
56ab6fd869b24700065cbdbd,Convenience,i choose foods that are convenient to prepare,2
56ab6fd869b24700065cbdbd,Sensory Appeal,i choose foods for their taste,4
56ab6fd869b24700065cbdbd,Natural Content,i choose foods for ecologicalsustainability reasons,3
56ab6fd869b24700065cbdbd,Ethical Concern,i choose foods for ethical or religious reasons,2
56ab6fd869b24700065cbdbd,Familiarity,i choose foods that are familiartraditional,3
56ab6fd869b24700065cbdbd,Price,i choose foods based on price,3
56ab6fd869b24700065cbdbd,Mood,i choose foods that improve my mood,2
676061b0d6e01e2e9548a4b9,Health,i choose foods because they keep me healthy,1
676061b0d6e01e2e9548a4b9,Weight Control,i choose foods that help me control my weight,1
676061b0d6e01e2e9548a4b9,Convenience,i choose foods that are convenient to prepare,3
676061b0d6e01e2e9548a4b9,Sensory Appeal,i choose foods for their taste,4
676061b0d6e01e2e9548a4b9,Natural Content,i choose foods for ecologicalsustainability reasons,1
676061b0d6e01e2e9548a4b9,Ethical Concern,i choose foods for ethical or religious reasons,1
676061b0d6e01e2e9548a4b9,Familiarity,i choose foods that are familiartraditional,1
676061b0d6e01e2e9548a4b9,Price,i choose foods based on price,3
676061b0d6e01e2e9548a4b9,Mood,i choose foods that improve my mood,3
6952dfd747efd6d8555144ec,Health,i choose foods because they keep me healthy,4
6952dfd747efd6d8555144ec,Weight Control,i choose foods that help me control my weight,4
6952dfd747efd6d8555144ec,Convenience,i choose foods that are convenient to prepare,3
6952dfd747efd6d8555144ec,Sensory Appeal,i choose foods for their taste,2
6952dfd747efd6d8555144ec,Natural Content,i choose foods for ecologicalsustainability reasons,1
6952dfd747efd6d8555144ec,Ethical Concern,i choose foods for ethical or religious reasons,1
6952dfd747efd6d8555144ec,Familiarity,i choose foods that are familiartraditional,1
6952dfd747efd6d8555144ec,Price,i choose foods based on price,4
6952dfd747efd6d8555144ec,Mood,i choose foods that improve my mood,2
615b8628e36642dc441f4711,Health,i choose foods because they keep me healthy,2
615b8628e36642dc441f4711,Weight Control,i choose foods that help me control my weight,2
615b8628e36642dc441f4711,Convenience,i choose foods that are convenient to prepare,2
615b8628e36642dc441f4711,Sensory Appeal,i choose foods for their taste,3
615b8628e36642dc441f4711,Natural Content,i choose foods for ecologicalsustainability reasons,3
615b8628e36642dc441f4711,Ethical Concern,i choose foods for ethical or religious reasons,1
615b8628e36642dc441f4711,Familiarity,i choose foods that are familiartraditional,1
615b8628e36642dc441f4711,Price,i choose foods based on price,3
615b8628e36642dc441f4711,Mood,i choose foods that improve my mood,2
660ea65b18972d0e6a14a896,Health,i choose foods because they keep me healthy,2
660ea65b18972d0e6a14a896,Weight Control,i choose foods that help me control my weight,3
660ea65b18972d0e6a14a896,Convenience,i choose foods that are convenient to prepare,2
660ea65b18972d0e6a14a896,Sensory Appeal,i choose foods for their taste,3
660ea65b18972d0e6a14a896,Natural Content,i choose foods for ecologicalsustainability reasons,2
660ea65b18972d0e6a14a896,Ethical Concern,i choose foods for ethical or religious reasons,2
660ea65b18972d0e6a14a896,Familiarity,i choose foods that are familiartraditional,2
660ea65b18972d0e6a14a896,Price,i choose foods based on price,4
660ea65b18972d0e6a14a896,Mood,i choose foods that improve my mood,1
5d63c128888f91000176ecbc,Health,i choose foods because they keep me healthy,2
5d63c128888f91000176ecbc,Weight Control,i choose foods that help me control my weight,3
5d63c128888f91000176ecbc,Convenience,i choose foods that are convenient to prepare,4
5d63c128888f91000176ecbc,Sensory Appeal,i choose foods for their taste,4
5d63c128888f91000176ecbc,Natural Content,i choose foods for ecologicalsustainability reasons,1
5d63c128888f91000176ecbc,Ethical Concern,i choose foods for ethical or religious reasons,1
5d63c128888f91000176ecbc,Familiarity,i choose foods that are familiartraditional,4
5d63c128888f91000176ecbc,Price,i choose foods based on price,3
5d63c128888f91000176ecbc,Mood,i choose foods that improve my mood,2
5e7b804f9379140478c688da,Health,i choose foods because they keep me healthy,4
5e7b804f9379140478c688da,Weight Control,i choose foods that help me control my weight,4
5e7b804f9379140478c688da,Convenience,i choose foods that are convenient to prepare,3
5e7b804f9379140478c688da,Sensory Appeal,i choose foods for their taste,4
5e7b804f9379140478c688da,Natural Content,i choose foods for ecologicalsustainability reasons,1
5e7b804f9379140478c688da,Ethical Concern,i choose foods for ethical or religious reasons,1
5e7b804f9379140478c688da,Familiarity,i choose foods that are familiartraditional,1
5e7b804f9379140478c688da,Price,i choose foods based on price,3
5e7b804f9379140478c688da,Mood,i choose foods that improve my mood,1
5788d88416a091000112be18,Health,i choose foods because they keep me healthy,2
5788d88416a091000112be18,Weight Control,i choose foods that help me control my weight,2
5788d88416a091000112be18,Convenience,i choose foods that are convenient to prepare,3
5788d88416a091000112be18,Sensory Appeal,i choose foods for their taste,4
5788d88416a091000112be18,Natural Content,i choose foods for ecologicalsustainability reasons,2
5788d88416a091000112be18,Ethical Concern,i choose foods for ethical or religious reasons,1
5788d88416a091000112be18,Familiarity,i choose foods that are familiartraditional,4
5788d88416a091000112be18,Price,i choose foods based on price,3
5788d88416a091000112be18,Mood,i choose foods that improve my mood,3
654108fe1fa011ab478a690c,Health,i choose foods because they keep me healthy,2
654108fe1fa011ab478a690c,Weight Control,i choose foods that help me control my weight,2
654108fe1fa011ab478a690c,Convenience,i choose foods that are convenient to prepare,2
654108fe1fa011ab478a690c,Sensory Appeal,i choose foods for their taste,4
654108fe1fa011ab478a690c,Natural Content,i choose foods for ecologicalsustainability reasons,3
654108fe1fa011ab478a690c,Ethical Concern,i choose foods for ethical or religious reasons,2
654108fe1fa011ab478a690c,Familiarity,i choose foods that are familiartraditional,1
654108fe1fa011ab478a690c,Price,i choose foods based on price,2
654108fe1fa011ab478a690c,Mood,i choose foods that improve my mood,2
611231ed6becd74ae42f2072,Health,i choose foods because they keep me healthy,4
611231ed6becd74ae42f2072,Weight Control,i choose foods that help me control my weight,4
611231ed6becd74ae42f2072,Convenience,i choose foods that are convenient to prepare,1
611231ed6becd74ae42f2072,Sensory Appeal,i choose foods for their taste,4
611231ed6becd74ae42f2072,Natural Content,i choose foods for ecologicalsustainability reasons,2
611231ed6becd74ae42f2072,Ethical Concern,i choose foods for ethical or religious reasons,2
611231ed6becd74ae42f2072,Familiarity,i choose foods that are familiartraditional,2
611231ed6becd74ae42f2072,Price,i choose foods based on price,2
611231ed6becd74ae42f2072,Mood,i choose foods that improve my mood,4
673b34b6779d92368ad35f57,Health,i choose foods because they keep me healthy,2
673b34b6779d92368ad35f57,Weight Control,i choose foods that help me control my weight,2
673b34b6779d92368ad35f57,Convenience,i choose foods that are convenient to prepare,3
673b34b6779d92368ad35f57,Sensory Appeal,i choose foods for their taste,4
673b34b6779d92368ad35f57,Natural Content,i choose foods for ecologicalsustainability reasons,1
673b34b6779d92368ad35f57,Ethical Concern,i choose foods for ethical or religious reasons,1
673b34b6779d92368ad35f57,Familiarity,i choose foods that are familiartraditional,3
673b34b6779d92368ad35f57,Price,i choose foods based on price,3
673b34b6779d92368ad35f57,Mood,i choose foods that improve my mood,2
5ef0a866cd9cde0fcd0d2f77,Health,i choose foods because they keep me healthy,2
5ef0a866cd9cde0fcd0d2f77,Weight Control,i choose foods that help me control my weight,2
5ef0a866cd9cde0fcd0d2f77,Convenience,i choose foods that are convenient to prepare,1
5ef0a866cd9cde0fcd0d2f77,Sensory Appeal,i choose foods for their taste,4
5ef0a866cd9cde0fcd0d2f77,Natural Content,i choose foods for ecologicalsustainability reasons,2
5ef0a866cd9cde0fcd0d2f77,Ethical Concern,i choose foods for ethical or religious reasons,1
5ef0a866cd9cde0fcd0d2f77,Familiarity,i choose foods that are familiartraditional,1
5ef0a866cd9cde0fcd0d2f77,Price,i choose foods based on price,3
5ef0a866cd9cde0fcd0d2f77,Mood,i choose foods that improve my mood,3
63d0457277e5eec955840a04,Health,i choose foods because they keep me healthy,3
63d0457277e5eec955840a04,Weight Control,i choose foods that help me control my weight,3
63d0457277e5eec955840a04,Convenience,i choose foods that are convenient to prepare,3
63d0457277e5eec955840a04,Sensory Appeal,i choose foods for their taste,4
63d0457277e5eec955840a04,Natural Content,i choose foods for ecologicalsustainability reasons,2
63d0457277e5eec955840a04,Ethical Concern,i choose foods for ethical or religious reasons,1
63d0457277e5eec955840a04,Familiarity,i choose foods that are familiartraditional,2
63d0457277e5eec955840a04,Price,i choose foods based on price,2
63d0457277e5eec955840a04,Mood,i choose foods that improve my mood,1
65c7e8ec2fc3afbaa35438e2,Health,i choose foods because they keep me healthy,3
65c7e8ec2fc3afbaa35438e2,Weight Control,i choose foods that help me control my weight,1
65c7e8ec2fc3afbaa35438e2,Convenience,i choose foods that are convenient to prepare,2
65c7e8ec2fc3afbaa35438e2,Sensory Appeal,i choose foods for their taste,4
65c7e8ec2fc3afbaa35438e2,Natural Content,i choose foods for ecologicalsustainability reasons,2
65c7e8ec2fc3afbaa35438e2,Ethical Concern,i choose foods for ethical or religious reasons,1
65c7e8ec2fc3afbaa35438e2,Familiarity,i choose foods that are familiartraditional,2
65c7e8ec2fc3afbaa35438e2,Price,i choose foods based on price,3
65c7e8ec2fc3afbaa35438e2,Mood,i choose foods that improve my mood,4
69667a853da8d8c7c73033d0,Health,i choose foods because they keep me healthy,2
69667a853da8d8c7c73033d0,Weight Control,i choose foods that help me control my weight,2
69667a853da8d8c7c73033d0,Convenience,i choose foods that are convenient to prepare,3
69667a853da8d8c7c73033d0,Sensory Appeal,i choose foods for their taste,4
69667a853da8d8c7c73033d0,Natural Content,i choose foods for ecologicalsustainability reasons,1
69667a853da8d8c7c73033d0,Ethical Concern,i choose foods for ethical or religious reasons,1
69667a853da8d8c7c73033d0,Familiarity,i choose foods that are familiartraditional,2
69667a853da8d8c7c73033d0,Price,i choose foods based on price,3
69667a853da8d8c7c73033d0,Mood,i choose foods that improve my mood,4
66d31a1b0515fe747830bab9,Health,i choose foods because they keep me healthy,2
66d31a1b0515fe747830bab9,Weight Control,i choose foods that help me control my weight,2
66d31a1b0515fe747830bab9,Convenience,i choose foods that are convenient to prepare,4
66d31a1b0515fe747830bab9,Sensory Appeal,i choose foods for their taste,3
66d31a1b0515fe747830bab9,Natural Content,i choose foods for ecologicalsustainability reasons,1
66d31a1b0515fe747830bab9,Ethical Concern,i choose foods for ethical or religious reasons,1
66d31a1b0515fe747830bab9,Familiarity,i choose foods that are familiartraditional,3
66d31a1b0515fe747830bab9,Price,i choose foods based on price,4
66d31a1b0515fe747830bab9,Mood,i choose foods that improve my mood,2
66cda94f3c1bd8f7cc321ba8,Health,i choose foods because they keep me healthy,3
66cda94f3c1bd8f7cc321ba8,Weight Control,i choose foods that help me control my weight,2
66cda94f3c1bd8f7cc321ba8,Convenience,i choose foods that are convenient to prepare,3
66cda94f3c1bd8f7cc321ba8,Sensory Appeal,i choose foods for their taste,3
66cda94f3c1bd8f7cc321ba8,Natural Content,i choose foods for ecologicalsustainability reasons,2
66cda94f3c1bd8f7cc321ba8,Ethical Concern,i choose foods for ethical or religious reasons,2
66cda94f3c1bd8f7cc321ba8,Familiarity,i choose foods that are familiartraditional,3
66cda94f3c1bd8f7cc321ba8,Price,i choose foods based on price,2
66cda94f3c1bd8f7cc321ba8,Mood,i choose foods that improve my mood,3
691f3fd55be97eee747b5b5c,Health,i choose foods because they keep me healthy,4
691f3fd55be97eee747b5b5c,Weight Control,i choose foods that help me control my weight,2
691f3fd55be97eee747b5b5c,Convenience,i choose foods that are convenient to prepare,4
691f3fd55be97eee747b5b5c,Sensory Appeal,i choose foods for their taste,4
691f3fd55be97eee747b5b5c,Natural Content,i choose foods for ecologicalsustainability reasons,2
691f3fd55be97eee747b5b5c,Ethical Concern,i choose foods for ethical or religious reasons,1
691f3fd55be97eee747b5b5c,Familiarity,i choose foods that are familiartraditional,2
691f3fd55be97eee747b5b5c,Price,i choose foods based on price,3
691f3fd55be97eee747b5b5c,Mood,i choose foods that improve my mood,3
66c26d261204b7499223f391,Health,i choose foods because they keep me healthy,3
66c26d261204b7499223f391,Weight Control,i choose foods that help me control my weight,2
66c26d261204b7499223f391,Convenience,i choose foods that are convenient to prepare,3
66c26d261204b7499223f391,Sensory Appeal,i choose foods for their taste,3
66c26d261204b7499223f391,Natural Content,i choose foods for ecologicalsustainability reasons,2
66c26d261204b7499223f391,Ethical Concern,i choose foods for ethical or religious reasons,1
66c26d261204b7499223f391,Familiarity,i choose foods that are familiartraditional,2
66c26d261204b7499223f391,Price,i choose foods based on price,3
66c26d261204b7499223f391,Mood,i choose foods that improve my mood,2
6658b2d717b161dc426bd193,Health,i choose foods because they keep me healthy,2
6658b2d717b161dc426bd193,Weight Control,i choose foods that help me control my weight,1
6658b2d717b161dc426bd193,Convenience,i choose foods that are convenient to prepare,2
6658b2d717b161dc426bd193,Sensory Appeal,i choose foods for their taste,4
6658b2d717b161dc426bd193,Natural Content,i choose foods for ecologicalsustainability reasons,1
6658b2d717b161dc426bd193,Ethical Concern,i choose foods for ethical or religious reasons,1
6658b2d717b161dc426bd193,Familiarity,i choose foods that are familiartraditional,2
6658b2d717b161dc426bd193,Price,i choose foods based on price,3
6658b2d717b161dc426bd193,Mood,i choose foods that improve my mood,4
646135de222b9ee457157c2b,Health,i choose foods because they keep me healthy,3
646135de222b9ee457157c2b,Weight Control,i choose foods that help me control my weight,3
646135de222b9ee457157c2b,Convenience,i choose foods that are convenient to prepare,3
646135de222b9ee457157c2b,Sensory Appeal,i choose foods for their taste,3
646135de222b9ee457157c2b,Natural Content,i choose foods for ecologicalsustainability reasons,3
646135de222b9ee457157c2b,Ethical Concern,i choose foods for ethical or religious reasons,2
646135de222b9ee457157c2b,Familiarity,i choose foods that are familiartraditional,3
646135de222b9ee457157c2b,Price,i choose foods based on price,3
646135de222b9ee457157c2b,Mood,i choose foods that improve my mood,3
668aa0851622bf0930ff12fc,Health,i choose foods because they keep me healthy,4
668aa0851622bf0930ff12fc,Weight Control,i choose foods that help me control my weight,4
668aa0851622bf0930ff12fc,Convenience,i choose foods that are convenient to prepare,2
668aa0851622bf0930ff12fc,Sensory Appeal,i choose foods for their taste,2
668aa0851622bf0930ff12fc,Natural Content,i choose foods for ecologicalsustainability reasons,2
668aa0851622bf0930ff12fc,Ethical Concern,i choose foods for ethical or religious reasons,1
668aa0851622bf0930ff12fc,Familiarity,i choose foods that are familiartraditional,1
668aa0851622bf0930ff12fc,Price,i choose foods based on price,2
668aa0851622bf0930ff12fc,Mood,i choose foods that improve my mood,1
61141c855eb58d6a4e3d8d5b,Health,i choose foods because they keep me healthy,3
61141c855eb58d6a4e3d8d5b,Weight Control,i choose foods that help me control my weight,1
61141c855eb58d6a4e3d8d5b,Convenience,i choose foods that are convenient to prepare,3
61141c855eb58d6a4e3d8d5b,Sensory Appeal,i choose foods for their taste,4
61141c855eb58d6a4e3d8d5b,Natural Content,i choose foods for ecologicalsustainability reasons,3
61141c855eb58d6a4e3d8d5b,Ethical Concern,i choose foods for ethical or religious reasons,1
61141c855eb58d6a4e3d8d5b,Familiarity,i choose foods that are familiartraditional,3
61141c855eb58d6a4e3d8d5b,Price,i choose foods based on price,3
61141c855eb58d6a4e3d8d5b,Mood,i choose foods that improve my mood,3
61728b3e4e680d6c607f514c,Health,i choose foods because they keep me healthy,Not at all important
61728b3e4e680d6c607f514c,Weight Control,i choose foods that help me control my weight,Not at all important
61728b3e4e680d6c607f514c,Convenience,i choose foods that are convenient to prepare,4
61728b3e4e680d6c607f514c,Sensory Appeal,i choose foods for their taste,4
61728b3e4e680d6c607f514c,Natural Content,i choose foods for ecologicalsustainability reasons,Not at all important
61728b3e4e680d6c607f514c,Ethical Concern,i choose foods for ethical or religious reasons,Not at all important
61728b3e4e680d6c607f514c,Familiarity,i choose foods that are familiartraditional,4
61728b3e4e680d6c607f514c,Price,i choose foods based on price,Not very important
61728b3e4e680d6c607f514c,Mood,i choose foods that improve my mood,3
5a47473899311d0001df550e,Health,i choose foods because they keep me healthy,3
5a47473899311d0001df550e,Weight Control,i choose foods that help me control my weight,4
5a47473899311d0001df550e,Convenience,i choose foods that are convenient to prepare,3
5a47473899311d0001df550e,Sensory Appeal,i choose foods for their taste,3
5a47473899311d0001df550e,Natural Content,i choose foods for ecologicalsustainability reasons,1
5a47473899311d0001df550e,Ethical Concern,i choose foods for ethical or religious reasons,1
5a47473899311d0001df550e,Familiarity,i choose foods that are familiartraditional,1
5a47473899311d0001df550e,Price,i choose foods based on price,1
5a47473899311d0001df550e,Mood,i choose foods that improve my mood,2
5f514593ea1e87365b9cb05f,Health,i choose foods because they keep me healthy,3
5f514593ea1e87365b9cb05f,Weight Control,i choose foods that help me control my weight,2
5f514593ea1e87365b9cb05f,Convenience,i choose foods that are convenient to prepare,4
5f514593ea1e87365b9cb05f,Sensory Appeal,i choose foods for their taste,4
5f514593ea1e87365b9cb05f,Natural Content,i choose foods for ecologicalsustainability reasons,3
5f514593ea1e87365b9cb05f,Ethical Concern,i choose foods for ethical or religious reasons,4
5f514593ea1e87365b9cb05f,Familiarity,i choose foods that are familiartraditional,3
5f514593ea1e87365b9cb05f,Price,i choose foods based on price,4
5f514593ea1e87365b9cb05f,Mood,i choose foods that improve my mood,2
62c4590804317dc197ecbe8a,Health,i choose foods because they keep me healthy,4
62c4590804317dc197ecbe8a,Weight Control,i choose foods that help me control my weight,3
62c4590804317dc197ecbe8a,Convenience,i choose foods that are convenient to prepare,3
62c4590804317dc197ecbe8a,Sensory Appeal,i choose foods for their taste,4
62c4590804317dc197ecbe8a,Natural Content,i choose foods for ecologicalsustainability reasons,2
62c4590804317dc197ecbe8a,Ethical Concern,i choose foods for ethical or religious reasons,1
62c4590804317dc197ecbe8a,Familiarity,i choose foods that are familiartraditional,2
62c4590804317dc197ecbe8a,Price,i choose foods based on price,3
62c4590804317dc197ecbe8a,Mood,i choose foods that improve my mood,2
6773d589c3198df1ab5f8887,Health,i choose foods because they keep me healthy,2
6773d589c3198df1ab5f8887,Weight Control,i choose foods that help me control my weight,3
6773d589c3198df1ab5f8887,Convenience,i choose foods that are convenient to prepare,3
6773d589c3198df1ab5f8887,Sensory Appeal,i choose foods for their taste,4
6773d589c3198df1ab5f8887,Natural Content,i choose foods for ecologicalsustainability reasons,2
6773d589c3198df1ab5f8887,Ethical Concern,i choose foods for ethical or religious reasons,1
6773d589c3198df1ab5f8887,Familiarity,i choose foods that are familiartraditional,3
6773d589c3198df1ab5f8887,Price,i choose foods based on price,4
6773d589c3198df1ab5f8887,Mood,i choose foods that improve my mood,3
5c50efd2cc71f4000125ce0d,Health,i choose foods because they keep me healthy,4
5c50efd2cc71f4000125ce0d,Weight Control,i choose foods that help me control my weight,3
5c50efd2cc71f4000125ce0d,Convenience,i choose foods that are convenient to prepare,4
5c50efd2cc71f4000125ce0d,Sensory Appeal,i choose foods for their taste,4
5c50efd2cc71f4000125ce0d,Natural Content,i choose foods for ecologicalsustainability reasons,4
5c50efd2cc71f4000125ce0d,Ethical Concern,i choose foods for ethical or religious reasons,4
5c50efd2cc71f4000125ce0d,Familiarity,i choose foods that are familiartraditional,4
5c50efd2cc71f4000125ce0d,Price,i choose foods based on price,4
5c50efd2cc71f4000125ce0d,Mood,i choose foods that improve my mood,4
60b7b8126c0c4524e913236e,Health,i choose foods because they keep me healthy,3
60b7b8126c0c4524e913236e,Weight Control,i choose foods that help me control my weight,3
60b7b8126c0c4524e913236e,Convenience,i choose foods that are convenient to prepare,2
60b7b8126c0c4524e913236e,Sensory Appeal,i choose foods for their taste,2
60b7b8126c0c4524e913236e,Natural Content,i choose foods for ecologicalsustainability reasons,2
60b7b8126c0c4524e913236e,Ethical Concern,i choose foods for ethical or religious reasons,1
60b7b8126c0c4524e913236e,Familiarity,i choose foods that are familiartraditional,2
60b7b8126c0c4524e913236e,Price,i choose foods based on price,4
60b7b8126c0c4524e913236e,Mood,i choose foods that improve my mood,3
5c4d87576aeb5d00010184f8,Health,i choose foods because they keep me healthy,3
5c4d87576aeb5d00010184f8,Weight Control,i choose foods that help me control my weight,3
5c4d87576aeb5d00010184f8,Convenience,i choose foods that are convenient to prepare,2
5c4d87576aeb5d00010184f8,Sensory Appeal,i choose foods for their taste,3
5c4d87576aeb5d00010184f8,Natural Content,i choose foods for ecologicalsustainability reasons,1
5c4d87576aeb5d00010184f8,Ethical Concern,i choose foods for ethical or religious reasons,1
5c4d87576aeb5d00010184f8,Familiarity,i choose foods that are familiartraditional,3
5c4d87576aeb5d00010184f8,Price,i choose foods based on price,3
5c4d87576aeb5d00010184f8,Mood,i choose foods that improve my mood,2
5daec9633990ed0014564662,Health,i choose foods because they keep me healthy,3
5daec9633990ed0014564662,Weight Control,i choose foods that help me control my weight,2
5daec9633990ed0014564662,Convenience,i choose foods that are convenient to prepare,2
5daec9633990ed0014564662,Sensory Appeal,i choose foods for their taste,4
5daec9633990ed0014564662,Natural Content,i choose foods for ecologicalsustainability reasons,2
5daec9633990ed0014564662,Ethical Concern,i choose foods for ethical or religious reasons,1
5daec9633990ed0014564662,Familiarity,i choose foods that are familiartraditional,1
5daec9633990ed0014564662,Price,i choose foods based on price,3
5daec9633990ed0014564662,Mood,i choose foods that improve my mood,3
6751acc5dc78128951a34f1f,Health,i choose foods because they keep me healthy,3
6751acc5dc78128951a34f1f,Weight Control,i choose foods that help me control my weight,3
6751acc5dc78128951a34f1f,Convenience,i choose foods that are convenient to prepare,2
6751acc5dc78128951a34f1f,Sensory Appeal,i choose foods for their taste,4
6751acc5dc78128951a34f1f,Natural Content,i choose foods for ecologicalsustainability reasons,2
6751acc5dc78128951a34f1f,Ethical Concern,i choose foods for ethical or religious reasons,1
6751acc5dc78128951a34f1f,Familiarity,i choose foods that are familiartraditional,3
6751acc5dc78128951a34f1f,Price,i choose foods based on price,2
6751acc5dc78128951a34f1f,Mood,i choose foods that improve my mood,3
66019f5e10adbe524f2a844a,Health,i choose foods because they keep me healthy,2
66019f5e10adbe524f2a844a,Weight Control,i choose foods that help me control my weight,2
66019f5e10adbe524f2a844a,Convenience,i choose foods that are convenient to prepare,3
66019f5e10adbe524f2a844a,Sensory Appeal,i choose foods for their taste,4
66019f5e10adbe524f2a844a,Natural Content,i choose foods for ecologicalsustainability reasons,2
66019f5e10adbe524f2a844a,Ethical Concern,i choose foods for ethical or religious reasons,1
66019f5e10adbe524f2a844a,Familiarity,i choose foods that are familiartraditional,3
66019f5e10adbe524f2a844a,Price,i choose foods based on price,3
66019f5e10adbe524f2a844a,Mood,i choose foods that improve my mood,2
5de3d4fc1d61c93cd498bb92,Health,i choose foods because they keep me healthy,3
5de3d4fc1d61c93cd498bb92,Weight Control,i choose foods that help me control my weight,2
